39689,39689,22.3136635314,114.1698155885,39.9248422311
39688,39688,22.3137042317,114.1698418441,68.4796536913
39687,39687,22.3136829328,114.1698664951,88.0232016545
39686,39686,22.3136668423,114.1698853884,67.3877019246
39685,39685,22.3138619167,114.1698866388,53.8789792188
39684,39684,22.3137682339,114.1698450964,65.2974296562
39683,39683,22.3137203571,114.1698458048,50.6513835525
39682,39682,22.3137233186,114.1698447894,47.8228684648
39681,39681,22.3137467935,114.1698624437,49.2657221619
39680,39680,22.3137586915,114.1698422616,52.9484277733
39679,39679,22.3137652754,114.1698906020,59.3824893777
39678,39678,22.3138050368,114.1699202453,76.0403896869
39677,39677,22.3137350487,114.1699053203,45.2530904051
39676,39676,22.3137783977,114.1699707111,55.4014472338
39675,39675,22.3137727154,114.1699998029,50.7454867019
39674,39674,22.3137782708,114.1700084787,35.2498192657
39673,39673,22.3137728021,114.1699641199,43.3522435215
39672,39672,22.3137890034,114.1699282320,47.1069993638
39671,39671,22.3137660089,114.1698557813,82.6588129328
39670,39670,22.3137749742,114.1698735687,85.5268978937
39669,39669,22.3137619034,114.1699306493,51.4841944498
39668,39668,22.3137372417,114.1699653574,36.6935508656
39667,39667,22.3137280617,114.1700087206,24.2345715851
39666,39666,22.3137211658,114.1698682120,48.6394387372
39665,39665,22.3137359155,114.1698091046,63.3112057401
39664,39664,22.3137015703,114.1698786328,60.9250391803
39663,39663,22.3137801678,114.1699365086,75.4357814481
39662,39662,22.3137706955,114.1699059051,75.7141030235
39661,39661,22.3137123173,114.1698888373,19.2967805289
39660,39660,22.3136986044,114.1699299932,19.7662429036
39659,39659,22.3137088614,114.1699289130,19.7542819654
39658,39658,22.3137122006,114.1699153211,32.3377373194
39657,39657,22.3137142578,114.1699426016,35.7741023676
39656,39656,22.3137120609,114.1699676689,27.5563082465
39655,39655,22.3137015341,114.1699573871,20.4224462637
39654,39654,22.3137097921,114.1699199244,20.9682566175
39653,39653,22.3137352342,114.1699081565,27.5231962924
39652,39652,22.3138004191,114.1698829909,34.1625970798
39651,39651,22.3137513285,114.1699353267,25.1768249858
39650,39650,22.3137786953,114.1699163830,57.3482485294
39649,39649,22.3137758026,114.1699466795,47.2141861396
39648,39648,22.3138350840,114.1699144793,70.2462817360
39647,39647,22.3138626742,114.1699163956,75.8779894223
39646,39646,22.3138697238,114.1699466689,64.5120311719
39645,39645,22.3138278521,114.1699613512,34.8170229102
39644,39644,22.3138677228,114.1698841543,78.1889551051
39643,39643,22.3138392122,114.1698718451,78.3439879208
39642,39642,22.3138127966,114.1699413183,42.8834334013
39641,39641,22.3138677680,114.1699222525,76.0667457941
39640,39640,22.3138287665,114.1700051606,26.9900455093
39639,39639,22.3138684135,114.1699085597,75.4831797445
39638,39638,22.3138642153,114.1698371076,73.9343500384
39637,39637,22.3138354219,114.1698290004,66.2355567677
39636,39636,22.3137800397,114.1698698703,58.6453189451
39635,39635,22.3137377842,114.1699289248,30.9015526198
39634,39634,22.3137163497,114.1699577642,27.1765400925
39633,39633,22.3136976289,114.1699608216,24.0613352120
39632,39632,22.3136876146,114.1700041652,19.6954252127
39631,39631,22.3137342983,114.1699342430,22.7445221777
39630,39630,22.3137006875,114.1699828802,13.9829620456
39629,39629,22.3137238362,114.1699021202,31.3001802177
39628,39628,22.3137217489,114.1698878868,38.1178657368
39627,39627,22.3137221457,114.1699966862,34.8677212615
39626,39626,22.3137206974,114.1700174515,32.9107447872
39625,39625,22.3137182696,114.1699897589,21.7730500155
39624,39624,22.3137361184,114.1700230423,37.7944387528
39623,39623,22.3137643696,114.1700047852,37.3098398437
39622,39622,22.3137181515,114.1699718033,47.2199935149
39621,39621,22.3136742568,114.1699534249,39.3731852570
39620,39620,22.3136351054,114.1700304010,28.0017675281
39619,39619,22.3136298772,114.1700340655,28.4429918997
39618,39618,22.3136733019,114.1700385857,50.5006773438
39617,39617,22.3136721937,114.1700188103,52.9761278671
39616,39616,22.3136345620,114.1700089289,58.8208440109
39615,39615,22.3136582969,114.1700912394,78.4058372400
39614,39614,22.3136800351,114.1699308422,68.6508149507
39613,39613,22.3137136863,114.1699201109,67.2037527749
39612,39612,22.3137085420,114.1698903177,63.9239068985
39611,39611,22.3136987189,114.1699382444,64.6915015514
39610,39610,22.3136703905,114.1699229425,61.2844566860
39609,39609,22.3136954445,114.1699213280,61.5587872991
39608,39608,22.3137536833,114.1699632120,44.8242469560
39607,39607,22.3137268090,114.1699070550,69.0926008596
39606,39606,22.3137029624,114.1698847103,67.9804487142
39605,39605,22.3136784922,114.1699065991,51.3113892067
39604,39604,22.3136950357,114.1699304750,49.6576622718
39603,39603,22.3137140042,114.1699746464,35.9278821756
39602,39602,22.3137378569,114.1699183294,66.6329897473
39601,39601,22.3137255292,114.1699414138,36.6600123238
